Age,Gender,Married,Dependents,Education,Employment_Type,Monthly_Income,Monthly_Expenses,Existing_EMI,Savings,Credit_Score,Credit_History,Loan_Type,Loan_Amount,Loan_Tenure,Property_Area,Debt_Ratio,Savings_Ratio,Financial_Score,Loan_Status
34,Male,No,3,Graduate,Private,206555,41677,6096,102065,537,1,Vehicle,3945824,60,Rural,0.23,0.49,56.18,Approved
27,Male,No,0,Graduate,Self Employed,193655,22132,15517,621688,567,1,Education,2836796,180,Semiurban,0.19,3.21,63.53,Approved
38,Male,Yes,1,Graduate,Government,60739,8462,2693,952809,777,1,Education,1112813,300,Semiurban,0.18,15.69,81.45,Approved
34,Female,No,3,Not Graduate,Government,43703,10164,4984,1487873,341,0,Vehicle,1344230,60,Rural,0.35,34.05,56.51,Rejected
36,Female,No,4,Graduate,Business,88201,16394,1018,858071,763,0,Personal,3975899,60,Urban,0.2,9.73,80.97,Approved
28,Male,Yes,1,Graduate,Private,235921,110010,24395,1449244,386,1,Personal,282873,60,Urban,0.57,6.14,51.79,Approved
49,Male,Yes,2,Graduate,Government,140847,11637,11009,1213522,743,1,Education,347315,240,Rural,0.16,8.62,81.06,Approved
48,Male,No,1,Graduate,Business,93362,34229,4870,82665,551,1,Education,3556041,300,Semiurban,0.42,0.89,47.43,Rejected
24,Male,No,3,Graduate,Self Employed,72286,39459,8164,1332787,856,0,Education,3112450,240,Rural,0.66,18.44,71.17,Rejected
52,Female,No,3,Not Graduate,Private,26832,10224,4891,469318,330,1,Personal,4056775,300,Semiurban,0.56,17.49,48.84,Rejected
58,Male,Yes,0,Graduate,Private,89868,39975,1832,470139,889,1,Vehicle,1557202,120,Urban,0.47,5.23,69.61,Approved
58,Female,No,4,Graduate,Business,168806,78873,9312,1190924,492,1,Vehicle,1572676,240,Urban,0.52,7.05,57.06,Approved
26,Male,Yes,4,Graduate,Government,158005,67650,44,705696,506,0,Vehicle,1588641,180,Urban,0.43,4.47,54.89,Rejected
22,Male,Yes,0,Not Graduate,Government,117934,56851,19202,221879,644,1,Vehicle,1244639,120,Rural,0.64,1.88,47.76,Rejected
48,Female,No,1,Not Graduate,Private,194465,82194,11491,803528,614,1,Home,1590725,60,Rural,0.48,4.13,58.88,Approved
57,Female,Yes,1,Not Graduate,Private,187679,79127,6822,1050575,444,1,Personal,2096454,180,Semiurban,0.46,5.6,54.7,Approved
31,Male,No,3,Graduate,Business,74967,21353,2221,745012,562,0,Personal,503890,240,Semiurban,0.31,9.94,68.42,Rejected
47,Male,No,3,Not Graduate,Business,163136,54197,6647,1015561,891,0,Home,3885673,60,Urban,0.37,6.23,77.39,Approved
39,Male,No,2,Graduate,Government,109602,16148,12303,347441,376,0,Vehicle,4149489,60,Semiurban,0.26,3.17,49.65,Rejected
31,Female,Yes,0,Graduate,Business,73883,17450,13411,1472127,867,1,Vehicle,2594777,120,Urban,0.42,19.93,78.96,Approved
24,Female,No,1,Graduate,Business,21000,8502,717,627714,791,0,Personal,315886,120,Urban,0.44,29.89,72.83,Rejected
39,Male,No,0,Not Graduate,Self Employed,143455,69106,17367,201127,857,1,Home,3212345,240,Semiurban,0.6,1.4,58.55,Approved
32,Female,Yes,2,Not Graduate,Self Employed,89048,19827,8800,1193310,363,0,Personal,818965,180,Rural,0.32,13.4,60.05,Approved
47,Male,Yes,3,Not Graduate,Self Employed,170133,35886,31212,636738,380,1,Personal,4311932,300,Rural,0.39,3.74,49.35,Approved
57,Male,Yes,3,Graduate,Private,75545,17630,4134,99497,733,0,Education,1793821,120,Rural,0.29,1.32,59.59,Rejected
37,Female,Yes,0,Not Graduate,Self Employed,164717,47746,18101,1099865,769,0,Education,1043876,240,Urban,0.4,6.68,72.13,Approved
30,Male,Yes,4,Graduate,Business,247403,145413,57680,731145,720,1,Education,4173380,300,Rural,0.82,2.96,53.18,Approved
51,Male,Yes,2,Not Graduate,Private,182069,84777,44617,1464713,711,0,Education,2880773,120,Urban,0.71,8.04,63.65,Approved
51,Female,No,0,Not Graduate,Business,101513,23372,16109,1470001,400,0,Home,2620612,240,Semiurban,0.39,14.48,60.17,Rejected
38,Female,Yes,1,Not Graduate,Private,235998,111737,48558,1025986,828,1,Personal,4422395,120,Urban,0.68,4.35,64.56,Approved
40,Female,Yes,4,Graduate,Private,70531,18154,1888,533219,333,1,Personal,3123045,120,Semiurban,0.28,7.56,54.22,Approved
44,Female,No,0,Graduate,Private,117639,69066,19465,945546,481,1,Vehicle,2987769,120,Semiurban,0.75,8.04,49.58,Rejected
26,Female,Yes,3,Graduate,Private,243824,61182,56171,474206,530,0,Vehicle,3535195,300,Urban,0.48,1.94,52.76,Rejected
21,Female,Yes,1,Graduate,Private,86162,44868,10009,1497652,581,1,Education,3025184,240,Semiurban,0.64,17.38,60.16,Rejected
34,Female,No,4,Not Graduate,Government,21926,9190,5426,794816,874,1,Vehicle,1006846,240,Urban,0.67,36.25,69.72,Rejected
42,Female,No,2,Not Graduate,Business,69377,14825,16950,513949,358,1,Vehicle,1273813,60,Rural,0.46,7.41,49.76,Approved
52,Female,No,3,Not Graduate,Self Employed,213129,9629,38209,1494928,885,0,Vehicle,1965317,300,Rural,0.22,7.01,85.15,Approved
51,Female,No,1,Graduate,Business,45586,20426,2096,552432,872,0,Vehicle,849101,120,Semiurban,0.49,12.12,75.76,Rejected
35,Female,No,2,Not Graduate,Business,173503,43541,30393,257005,781,0,Personal,4061265,120,Rural,0.43,1.48,61.83,Rejected
28,Female,No,3,Graduate,Private,56009,11563,5614,868137,883,1,Home,2754016,120,Urban,0.31,15.5,82.28,Approved
52,Female,Yes,2,Graduate,Government,138503,40851,13722,363591,890,0,Education,838544,120,Rural,0.39,2.63,68.53,Approved
48,Female,No,3,Not Graduate,Self Employed,21223,5309,4372,428201,682,0,Vehicle,4554634,120,Urban,0.46,20.18,67.48,Rejected
21,Male,Yes,2,Not Graduate,Private,46924,17568,8246,1244531,613,0,Personal,483513,180,Semiurban,0.55,26.52,62.62,Rejected
50,Female,No,1,Not Graduate,Self Employed,114175,54159,6174,355785,713,0,Home,1981743,120,Urban,0.53,3.12,56.64,Approved
22,Male,Yes,2,Graduate,Self Employed,249780,72053,50544,1131417,349,0,Personal,265605,60,Rural,0.49,4.53,49.84,Rejected
28,Female,No,3,Graduate,Business,144360,25070,13467,1467923,309,1,Education,947080,300,Semiurban,0.27,10.17,61.5,Approved
60,Male,No,0,Graduate,Business,49887,8482,8154,426592,504,1,Home,3102465,240,Semiurban,0.33,8.55,61.49,Rejected
31,Male,No,1,Not Graduate,Business,81474,5179,417,1418516,391,0,Education,1351114,60,Rural,0.07,17.41,68.58,Approved
25,Male,No,1,Not Graduate,Business,89238,35426,1641,219314,478,0,Vehicle,3121699,180,Semiurban,0.42,2.46,47.27,Rejected
28,Male,Yes,0,Graduate,Private,106156,28430,14343,1314023,574,0,Vehicle,2974966,120,Urban,0.4,12.38,67.67,Rejected
46,Female,No,2,Not Graduate,Self Employed,229688,115556,42522,359760,415,0,Personal,1437105,60,Semiurban,0.69,1.57,40.12,Rejected
58,Female,No,1,Not Graduate,Business,180263,8777,44857,284004,794,1,Personal,3550102,240,Urban,0.3,1.58,66.72,Approved
25,Female,No,0,Graduate,Business,156078,73564,6241,917747,554,1,Vehicle,3328579,120,Rural,0.51,5.88,57.29,Approved
60,Male,Yes,1,Not Graduate,Self Employed,247912,48359,4906,1041060,628,0,Vehicle,2433351,60,Rural,0.21,4.2,69.78,Approved
35,Female,No,1,Graduate,Self Employed,136441,80108,29366,194591,810,1,Vehicle,1095785,240,Rural,0.8,1.43,50.24,Approved
22,Male,No,3,Graduate,Government,236507,28827,51890,1277106,611,0,Education,2959292,180,Urban,0.34,5.4,67.18,Approved
35,Female,No,4,Not Graduate,Business,207672,64314,7472,214340,527,0,Vehicle,3079121,180,Rural,0.35,1.03,53.42,Rejected
54,Female,Yes,0,Graduate,Self Employed,56817,31930,11744,868177,409,1,Home,1673228,60,Semiurban,0.77,15.28,47.39,Rejected
34,Female,Yes,2,Graduate,Self Employed,32189,15375,6860,1419583,426,1,Education,4329515,120,Semiurban,0.69,44.1,49.5,Rejected
21,Male,No,4,Not Graduate,Private,201355,80832,11380,279236,406,1,Vehicle,4328782,240,Semiurban,0.46,1.39,45.13,Rejected
59,Male,No,3,Not Graduate,Business,138710,22481,9055,875589,824,1,Vehicle,4743778,120,Urban,0.23,6.31,77.97,Approved
34,Female,No,1,Graduate,Business,206214,20126,49858,748696,875,1,Education,4578701,180,Semiurban,0.34,3.63,74.22,Approved
21,Male,Yes,3,Graduate,Government,195703,12419,13100,569894,464,1,Vehicle,1328330,60,Rural,0.13,2.91,60.36,Approved
39,Male,Yes,2,Not Graduate,Government,181509,93542,36823,480406,874,1,Home,4385926,180,Rural,0.72,2.65,59.85,Approved
24,Female,No,3,Not Graduate,Government,23398,9117,1663,1311412,753,0,Vehicle,4685340,300,Urban,0.46,56.05,70.58,Rejected
33,Female,No,1,Graduate,Private,65559,38675,3910,801042,341,1,Vehicle,4769087,180,Urban,0.65,12.22,48.29,Rejected
31,Female,Yes,2,Not Graduate,Private,30470,7518,7607,686604,352,1,Education,4903962,300,Semiurban,0.5,22.53,51.97,Rejected
25,Female,Yes,1,Graduate,Private,129033,76182,17597,856026,394,1,Home,1889741,180,Semiurban,0.73,6.63,44.14,Approved
44,Female,Yes,4,Not Graduate,Government,50073,26919,5668,944631,546,0,Personal,2792214,240,Urban,0.65,18.87,56.75,Rejected
45,Female,No,0,Not Graduate,Self Employed,147612,10747,19427,1376353,497,1,Personal,904940,120,Rural,0.2,9.32,70.51,Approved
55,Male,Yes,1,Graduate,Self Employed,239064,32243,13472,1137752,745,0,Home,299254,240,Rural,0.19,4.76,76.46,Approved
42,Male,Yes,0,Graduate,Private,228198,71036,36574,157727,888,0,Vehicle,3519471,240,Semiurban,0.47,0.69,65.83,Rejected
46,Female,No,0,Not Graduate,Government,160203,5773,4144,1238109,346,0,Vehicle,4318102,60,Semiurban,0.06,7.73,65.39,Rejected
40,Male,No,3,Not Graduate,Self Employed,235514,13079,31063,337834,846,0,Home,3379883,300,Semiurban,0.19,1.43,74.27,Approved
30,Female,No,0,Graduate,Government,30950,5082,4691,1261275,703,0,Vehicle,1862051,180,Urban,0.32,40.75,73.01,Rejected
47,Male,Yes,1,Graduate,Business,70941,12511,5942,1417142,880,0,Education,4710920,60,Semiurban,0.26,19.98,84.15,Approved
25,Female,Yes,1,Not Graduate,Business,113621,13402,21997,1384626,540,0,Vehicle,685599,120,Semiurban,0.31,12.19,69.2,Approved
52,Female,No,4,Not Graduate,Private,168256,79299,23887,673398,738,0,Personal,2727436,120,Urban,0.61,4.0,59.14,Rejected
48,Female,No,1,Not Graduate,Self Employed,141332,63373,23510,650620,798,0,Home,787645,180,Urban,0.61,4.6,61.88,Rejected
55,Male,No,0,Graduate,Government,242714,137953,41394,75419,895,1,Home,407495,300,Semiurban,0.74,0.31,57.94,Approved
55,Female,Yes,2,Not Graduate,Private,222413,82280,48052,620269,437,1,Personal,3428475,180,Rural,0.59,2.79,46.32,Approved
21,Male,Yes,4,Graduate,Self Employed,61739,10870,9279,1196594,449,1,Vehicle,439066,120,Semiurban,0.33,19.38,62.63,Approved
35,Male,No,2,Graduate,Government,195265,32102,33940,767599,697,1,Education,489545,60,Rural,0.34,3.93,66.5,Approved
41,Male,No,2,Graduate,Self Employed,191357,54613,23940,1242451,379,1,Education,1969814,300,Semiurban,0.41,6.49,55.17,Approved
43,Female,No,3,Graduate,Private,135316,26706,15072,171665,826,1,Home,1360307,120,Urban,0.31,1.27,65.4,Approved
44,Male,Yes,3,Not Graduate,Government,146226,67759,31393,451878,465,1,Personal,2144054,60,Urban,0.68,3.09,42.35,Rejected
57,Male,Yes,4,Graduate,Private,34656,7725,4231,387566,829,1,Personal,2477789,60,Urban,0.34,11.18,77.88,Approved
49,Female,No,1,Graduate,Self Employed,177506,23705,38184,391438,823,1,Home,2974534,240,Rural,0.35,2.21,67.63,Approved
58,Male,Yes,3,Not Graduate,Private,48461,5542,3315,1106205,816,1,Home,907811,120,Semiurban,0.18,22.83,82.72,Approved
60,Male,Yes,0,Not Graduate,Private,178197,75685,78,1433042,741,1,Vehicle,464386,300,Semiurban,0.43,8.04,73.39,Approved
35,Female,No,2,Graduate,Self Employed,55096,13340,7817,497614,385,1,Education,2262624,120,Urban,0.38,9.03,55.86,Approved
21,Male,Yes,3,Graduate,Business,127176,52483,3492,334594,736,1,Vehicle,4597173,240,Rural,0.44,2.63,59.86,Approved
44,Female,No,1,Not Graduate,Self Employed,66850,29262,15851,542210,614,1,Education,1258202,60,Rural,0.67,8.11,55.94,Approved
35,Female,Yes,0,Graduate,Self Employed,226066,49359,52484,1164642,353,0,Education,144381,60,Urban,0.45,5.15,51.52,Rejected
51,Female,Yes,0,Not Graduate,Private,117212,10245,19956,89178,693,1,Vehicle,582034,120,Rural,0.26,0.76,59.28,Approved
52,Female,Yes,1,Not Graduate,Private,28810,14822,4182,1091739,537,0,Personal,3117717,120,Rural,0.66,37.89,55.23,Rejected
21,Male,Yes,2,Not Graduate,Business,195547,56792,26571,1239099,505,0,Personal,856366,300,Semiurban,0.43,6.34,60.15,Rejected
56,Female,No,2,Graduate,Private,139212,57947,304,557582,479,1,Personal,4786134,60,Rural,0.42,4.01,52.31,Rejected
39,Female,Yes,4,Not Graduate,Business,201978,63034,24712,1191050,795,0,Vehicle,3949099,240,Rural,0.43,5.9,72.17,Approved
22,Female,Yes,2,Graduate,Self Employed,186110,108370,14442,1429589,535,1,Education,3061986,300,Rural,0.66,7.68,56.79,Approved
21,Female,Yes,2,Graduate,Self Employed,196605,103145,22412,169443,867,0,Education,2732955,180,Urban,0.64,0.86,58.96,Rejected
57,Female,Yes,1,Not Graduate,Private,81567,20863,8696,443646,534,0,Home,3086574,120,Urban,0.36,5.44,57.0,Rejected
28,Male,No,4,Graduate,Government,242300,131429,24326,1311634,622,1,Vehicle,4217173,120,Rural,0.64,5.41,58.88,Approved
38,Female,Yes,4,Graduate,Government,157818,60466,31347,1144072,333,1,Education,1566331,240,Urban,0.58,7.25,48.16,Approved
54,Female,No,0,Graduate,Private,119464,18205,10663,768335,565,0,Vehicle,2089267,180,Semiurban,0.24,6.43,65.5,Approved
60,Female,No,1,Not Graduate,Self Employed,75189,32465,12199,775624,710,1,Education,1609020,300,Urban,0.59,10.32,66.74,Approved
57,Male,Yes,2,Graduate,Self Employed,244476,104846,12849,315856,453,1,Personal,1581489,240,Semiurban,0.48,1.29,48.05,Rejected
29,Female,No,2,Not Graduate,Government,124438,17972,22627,352552,361,0,Vehicle,4097502,60,Semiurban,0.33,2.83,46.9,Rejected
42,Female,No,2,Not Graduate,Business,25199,11746,993,746290,503,0,Vehicle,3078870,180,Rural,0.51,29.62,58.2,Rejected
53,Female,No,0,Not Graduate,Business,141569,23985,10982,1353394,645,1,Education,698477,60,Urban,0.25,9.56,76.04,Approved
42,Male,No,2,Not Graduate,Business,178698,89494,25916,578848,755,1,Education,3572791,120,Urban,0.65,3.24,57.81,Approved
22,Male,Yes,2,Graduate,Private,63754,31020,1687,210390,365,1,Personal,321164,240,Rural,0.51,3.3,39.98,Rejected
26,Male,No,4,Graduate,Government,191660,56097,20274,490994,553,1,Education,1160418,120,Rural,0.4,2.56,55.41,Approved
31,Male,Yes,2,Not Graduate,Self Employed,142471,75855,17852,1160382,755,0,Home,3929763,300,Semiurban,0.66,8.14,65.81,Rejected
54,Female,No,3,Graduate,Government,135831,45352,23971,874454,566,0,Vehicle,188548,60,Rural,0.51,6.44,58.15,Rejected
29,Female,No,3,Graduate,Self Employed,218042,67530,19635,29152,740,1,Home,160548,300,Semiurban,0.4,0.13,59.89,Approved
33,Female,No,3,Graduate,Private,207416,101615,42335,827308,687,0,Vehicle,764459,240,Rural,0.69,3.99,55.99,Rejected
36,Female,No,4,Not Graduate,Self Employed,69283,9486,5977,296521,596,0,Education,3898086,180,Rural,0.22,4.28,61.12,Rejected
60,Female,Yes,2,Graduate,Private,33010,13764,362,399939,404,1,Vehicle,1148904,240,Rural,0.43,12.12,56.44,Rejected
21,Male,Yes,1,Graduate,Self Employed,76934,27407,13770,663423,810,1,Education,366230,180,Urban,0.54,8.62,70.27,Approved
30,Male,No,3,Graduate,Self Employed,67606,17595,8194,810225,312,0,Home,3327918,240,Urban,0.38,11.98,55.13,Rejected
23,Male,No,0,Graduate,Self Employed,122006,45908,10586,342632,343,0,Vehicle,4136846,180,Urban,0.46,2.81,41.85,Rejected
44,Male,Yes,0,Graduate,Self Employed,105069,5987,5484,589023,898,0,Education,2139181,60,Urban,0.11,5.61,82.05,Approved
58,Female,Yes,2,Graduate,Private,61339,21381,1497,1448530,646,0,Personal,3082298,120,Rural,0.37,23.62,69.98,Rejected
55,Male,Yes,3,Graduate,Business,166368,89495,22761,930060,497,0,Education,3104526,120,Semiurban,0.67,5.59,49.68,Rejected
23,Female,No,4,Not Graduate,Self Employed,69748,17230,11392,688807,779,1,Home,677778,300,Urban,0.41,9.88,74.85,Approved
49,Female,No,4,Not Graduate,Self Employed,20188,11356,4144,804911,489,0,Vehicle,2103086,180,Rural,0.77,39.87,49.51,Rejected
25,Female,Yes,4,Not Graduate,Private,180704,42110,21141,869422,629,0,Personal,4488924,60,Urban,0.35,4.81,64.31,Approved
29,Male,Yes,1,Graduate,Self Employed,70231,11471,1042,1207499,697,1,Vehicle,511760,180,Urban,0.18,17.19,78.44,Approved
59,Male,Yes,1,Not Graduate,Government,142698,12956,23653,1180252,725,1,Personal,2329823,300,Urban,0.26,8.27,76.78,Approved
25,Female,Yes,1,Graduate,Government,210099,35279,34842,818097,494,0,Home,4881738,120,Rural,0.33,3.89,58.13,Rejected
56,Female,Yes,4,Not Graduate,Self Employed,204169,92194,27988,228318,470,0,Education,4333669,180,Rural,0.59,1.12,43.63,Rejected
31,Female,No,2,Not Graduate,Business,128093,61438,27071,688325,546,0,Education,4715736,180,Semiurban,0.69,5.37,49.41,Rejected
49,Female,No,0,Graduate,Business,176175,7136,33922,293295,609,0,Vehicle,1961320,120,Semiurban,0.23,1.66,60.45,Rejected
22,Female,Yes,0,Graduate,Self Employed,113233,15230,4535,565720,675,0,Home,2249529,180,Urban,0.17,5.0,69.28,Approved
57,Female,Yes,0,Not Graduate,Self Employed,65325,36999,13528,1456185,890,0,Vehicle,413495,300,Semiurban,0.77,22.29,68.96,Rejected
26,Male,No,2,Not Graduate,Self Employed,247496,36598,57002,485461,311,1,Personal,2656708,300,Urban,0.38,1.96,46.3,Approved
41,Male,No,4,Graduate,Private,33243,16036,6436,944524,889,0,Home,3723339,180,Semiurban,0.68,28.41,70.56,Rejected
30,Male,No,0,Not Graduate,Government,163694,57322,17206,188423,708,1,Home,1231377,240,Rural,0.46,1.15,56.66,Approved
33,Female,No,4,Graduate,Private,83521,9695,8724,911913,631,0,Personal,3569377,240,Semiurban,0.22,10.92,74.77,Approved
43,Male,No,2,Graduate,Business,64369,27919,10096,937381,449,1,Personal,2058652,120,Rural,0.59,14.56,54.81,Rejected
44,Male,Yes,0,Graduate,Private,182792,24356,18853,38800,651,0,Vehicle,3875390,240,Urban,0.24,0.21,59.58,Rejected
42,Male,Yes,1,Not Graduate,Self Employed,183326,100672,9263,1467669,318,1,Personal,2242923,120,Urban,0.6,8.01,49.49,Approved
39,Male,No,0,Not Graduate,Government,37458,17735,4445,1400373,668,0,Personal,2553630,240,Urban,0.59,37.39,63.42,Rejected
45,Male,No,3,Graduate,Private,72133,37810,15007,1185846,322,0,Home,4541057,180,Semiurban,0.73,16.44,45.23,Rejected
52,Female,Yes,0,Not Graduate,Business,113160,45975,9906,505357,813,1,Personal,2261571,240,Urban,0.49,4.47,64.78,Approved
56,Female,Yes,1,Not Graduate,Self Employed,192210,22991,5753,811546,833,0,Education,2116292,300,Urban,0.15,4.22,78.67,Approved
48,Female,No,3,Graduate,Private,191041,23163,38078,1145301,507,0,Vehicle,4493998,120,Semiurban,0.32,6.0,62.55,Approved
30,Male,No,0,Graduate,Private,103256,60018,4768,71831,626,1,Education,2644668,240,Rural,0.63,0.7,44.52,Rejected
38,Male,Yes,0,Graduate,Private,26867,15026,5054,569651,880,0,Home,2037033,60,Semiurban,0.75,21.2,67.76,Rejected
26,Female,Yes,4,Not Graduate,Business,68228,30392,16103,1003729,440,0,Home,1998116,60,Semiurban,0.68,14.71,51.84,Rejected
21,Female,No,1,Graduate,Private,37337,10802,7197,1304067,801,1,Education,2170172,240,Semiurban,0.48,34.93,72.63,Approved
23,Female,No,3,Graduate,Government,138386,64886,2779,525315,831,1,Personal,4778334,240,Rural,0.49,3.8,65.39,Approved
24,Male,No,3,Not Graduate,Business,222814,113477,18737,977515,470,1,Vehicle,557570,300,Urban,0.59,4.39,50.77,Approved
50,Female,Yes,4,Graduate,Private,224139,81735,45620,1155898,438,1,Education,2813386,240,Urban,0.57,5.16,51.7,Approved
32,Female,Yes,3,Graduate,Business,104954,50332,21252,353920,426,0,Personal,3869827,180,Urban,0.68,3.37,39.41,Rejected
54,Female,Yes,3,Not Graduate,Government,221394,27398,21967,1195921,453,0,Home,1600443,60,Semiurban,0.22,5.4,63.1,Approved
40,Female,No,2,Graduate,Government,54490,11647,57,1315603,559,0,Education,4274402,240,Rural,0.21,24.14,70.58,Rejected
21,Female,Yes,1,Not Graduate,Self Employed,127518,62917,2601,1270842,306,0,Vehicle,4777057,120,Urban,0.51,9.97,53.22,Rejected
32,Male,Yes,2,Graduate,Private,243826,13501,43712,1222348,605,1,Personal,511304,60,Semiurban,0.23,5.01,69.63,Approved
32,Male,No,4,Graduate,Self Employed,216433,80886,23605,85162,395,1,Vehicle,3191784,240,Urban,0.48,0.39,42.52,Rejected
48,Male,No,3,Graduate,Government,202090,117644,17984,700400,839,1,Home,1853646,300,Urban,0.67,3.47,62.17,Approved
27,Male,No,4,Not Graduate,Self Employed,179604,46482,17017,1111825,888,1,Home,4819718,240,Rural,0.35,6.19,78.43,Approved
52,Female,Yes,4,Graduate,Business,70739,5103,3873,60303,776,0,Home,3578186,240,Urban,0.13,0.85,65.22,Rejected
42,Female,Yes,0,Graduate,Business,86694,9445,10085,639741,818,1,Personal,1054931,180,Semiurban,0.23,7.38,77.82,Approved
46,Male,Yes,1,Not Graduate,Business,196284,67797,31096,84571,439,1,Home,3963943,300,Semiurban,0.5,0.43,43.11,Rejected
50,Female,Yes,4,Not Graduate,Business,165536,75239,1226,446758,891,1,Vehicle,655435,120,Semiurban,0.46,2.7,67.76,Approved
22,Female,No,4,Graduate,Self Employed,69120,12657,10101,1489050,622,0,Vehicle,3571789,60,Semiurban,0.33,21.54,70.53,Rejected
36,Female,No,2,Graduate,Business,65878,12355,12262,88423,506,0,Education,4344591,60,Semiurban,0.37,1.34,46.6,Rejected
